"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"11392","5227000062","黔南州人力资源和社会保障局","http://rsj.qiannan.gov.cn/","黔南州人力资源和社会保障局","正常"
"11393","5227000065","信用中国（贵州黔南）","http://cx.qiannan.gov.cn","黔南布依族苗族自治州人民政府","正常"
"11394","5227000066","黔南州医疗保障局","http://qnybj.qiannan.gov.cn","黔南州医疗保障局","正常"
"11395","5227000067","黔南州民政局","http://mzj.qiannan.gov.cn/","黔南州民政局","正常"
"11396","5227000068","黔南州应急管理局","http://qnzyjj.qiannan.gov.cn/","黔南布依族苗族自治州人民政府办公室","正常"
"11397","5227010012","都匀市人民政府","http://www.dycx.gov.cn/","都匀市人民政府办公室","正常"
"11398","5227020001","福泉市人民政府","http://www.gzfuquan.gov.cn/","福泉市大数据发展服务中心","正常"
"11399","5227220010","荔波县人民政府","http://www.libo.gov.cn/","荔波县人民政府办公室","正常"
"11400","5227230029","贵定县人民政府","http://www.guiding.gov.cn/","贵定县人民政府办公室","正常"
"11401","5227250040","瓮安县人民政府","http://www.wengan.gov.cn","瓮安县人民政府、瓮安县融媒体中心","正常"
"11402","5227260009","独山县人民政府","http://www.dushan.gov.cn","独山县政府办公室","正常"
"11403","5227270005","平塘县人民政府","http://www.gzpt.gov.cn/","平塘县人民政府","正常"
"11404","5227280006","罗甸县人民政府","www.gzluodian.gov.cn","罗甸县人民政府办公室","正常"
"11405","5227290001","长顺县人民政府","http://www.gzcsx.gov.cn/","长顺县人民政府","正常"
"11406","5227300043","龙里县人民政府","http://www.longli.gov.cn/","龙里县人民政府","正常"
"11407","5227310009","惠水县人民政府","http://www.gzhs.gov.cn","惠水县人民政府办公室","正常"
"11408","5227320003","三都水族自治县人民政府","http://www.sandu.gov.cn","三都水族自治县人民政府办公室","正常"
"11409","5290000003","贵州贵安新区管理委员会","http://www.gaxq.gov.cn/","贵州贵安新区办公室","正常"
"11410","5290000017","信用中国（贵州贵安）","https://gacx.gaxq.gov.cn","贵州贵安新区办公室","正常"
"11411","5300000002","云南省科学技术厅","http://kjt.yn.gov.cn","云南省科学技术厅","正常"
"11412","5300000003","云南人力资源和社会保障网","http://hrss.yn.gov.cn/","云南省人力资源和社会保障厅","正常"
"11413","5300000004","云南省自然资源厅网站","http://dnr.yn.gov.cn","云南省自然资源厅国土资源信息中心","正常"
"11414","5300000005","云南省生态环境厅","https://sthjt.yn.gov.cn/","云南省生态环境厅","正常"
"11415","5300000007","云南省卫生健康委","http://ynswsjkw.yn.gov.cn","云南省卫生健康委","正常"
"11416","5300000008","云南省审计厅","http://audit.yn.gov.cn/","云南省审计厅","正常"
"11417","5300000009","云南省文化和旅游厅","http://dct.yn.gov.cn","云南省文化和旅游厅","正常"
"11418","5300000010","云南省市场监督管理局","http://amr.yn.gov.cn","云南省市场监督管理局","正常"
"11419","5300000011","云南省广播电视局","http://ynsgbdsj.yn.gov.cn/ ","云南省广播电视局","正常"
"11420","5300000012","云南应急管理厅","http://yjglt.yn.gov.cn","云南应急管理厅","正常"
"11421","5300000013","云南省药品监督管理局","http://www.yp.yn.gov.cn","云南省药品监督管理局","正常"
"11422","5300000014","云南司法行政网","http://sft.yn.gov.cn/","云南省司法厅","正常"
"11423","5300000015","云南省财政厅","http://czt.yn.gov.cn","云南省财政厅","正常"
"11424","5300000016","云南省商务厅网站","http://swt.yn.gov.cn/","云南省商务厅数字商务和信息化处","正常"
"11425","5300000017","云南省国资委网站","gzw.yn.gov.cn","云南省国资委办公室","正常"
"11426","5300000020","云南省住房和城乡建设厅","http://zfcxjst.yn.gov.cn/","云南省住房和城乡建设厅","正常"
"11427","5300000021","云南省公安厅网站","http://gonganting.yn.gov.cn","云南省公安厅政治部宣传处","正常"
"11428","5300000022","云南省民政厅","http://ynmz.yn.gov.cn/","云南省民政厅","正常"
"11429","5300000023","云南省人民政府研究室","http://yjs.yn.gov.cn","云南省人民政府研究室","正常"
"11430","5300000024","云南省水利厅","http://wcb.yn.gov.cn/","云南省水利厅","正常"
"11431","5300000025","云南省人民政府外事办公室","http://yfao.yn.gov.cn","云南省人民政府外事办公室","正常"
"11432","5300000026","云南省统计局","http://stats.yn.gov.cn/","云南省统计局","正常"
"11433","5300000027","云南省发展和改革委员会","http://yndrc.yn.gov.cn/","云南省发展和改革委员会","正常"
"11434","5300000028","云南省体育局门户网站","http://tyj.yn.gov.cn/","云南省体育局","正常"
"11435","5300000029","云南省人民防空办公室","http://ynrf.yn.gov.cn","云南省人民防空办公室","正常"
"11436","5300000030","云南省交通运输厅门户网站","http://jtyst.yn.gov.cn/","云南省交通运输厅","正常"
"11437","5300000031","云南省林业和草原局","http://lcj.yn.gov.cn","云南省林业和草原局","正常"
"11438","5300000033","云南省人民政府门户网站","http://www.yn.gov.cn","云南省人民政府办公厅","正常"
"11439","5300000036","云南省农业农村厅","https://nync.yn.gov.cn/","云南省农业农村厅","正常"
"11440","5300000037","云南省工业和信息化厅门户网站","http://gxt.yn.gov.cn","云南省工业和信息化厅信息中心","正常"
"11441","5300000039","云南教育网","http://www.ynjy.cn","云南省教育厅","正常"
"11442","5300000040","云南省地方金融监督管理局官方网站（云金融）","http://dfjrjgj.yn.gov.cn/","云南省地方金融监督管理局综合处","正常"
"11443","5300000051","云南省供销合作社","http://www.yncoop.com","云南省供销合作社联合社","正常"
"11444","5300000052","云南省粮食和物资储备局网站","http://lswz.yn.gov.cn/","云南省粮食和物资储备局","正常"
"11445","5300000054","云南省民族宗教事务委员会","http://mzzj.yn.gov.cn","云南省民族宗教事务委员会","正常"
"11446","5300000055","云南监狱网","http://ynjy.yn.gov.cn","云南省监狱管理局","正常"
"11447","5300000057","云南省公共资源交易信息网","http://ggzy.yn.gov.cn","云南省发展和改革委员会","正常"
"11448","5300000063","云南投资促进网","http://invest.yn.gov.cn/","云南省投资促进局","正常"
"11449","5300000064","云南搬迁安置网","http://bqaz.yn.gov.cn","云南省搬迁安置办公室","正常"
"11450","5300000065","云南政务服务网","https://zwfw.yn.gov.cn/portal/#/home","云南省人民政府办公厅","正常"
"11451","5300000067","云南省机关事务管理局","http://ygj.yn.gov.cn","云南省人民政府办公厅","正常"
"11452","5300000068","云南省退役军人事务厅","http://tyjrsw.yn.gov.cn/","云南省退役军人事务厅","正常"
"11453","5300000069","信用云南","http://yncredit.yn.gov.cn/","云南省发展和改革委员会","正常"
"11454","5300000070","云南省滇中引水工程建设管理局门户网站","http://dzys.yn.gov.cn/","云南省人民政府办公厅","正常"
"11455","5300000071","云南省信访局","http://xfservice.yn.gov.cn","云南省信访局","正常"
"11456","5300000072","云南省乡村振兴局","http://ynxczx.yn.gov.cn","云南省人民政府办公厅","正常"
"11457","5300000073","云南省能源局","http://nyj.yn.gov.cn","云南省人民政府办公厅","正常"
"11458","5300000074","云南戒毒","http://jdglj.yn.gov.cn/","云南省政府办公厅","正常"
"11459","5300000075","云南省医疗保障局","http://ylbz.yn.gov.cn/","云南省医疗保障局","正常"
"11460","5300000076","云南节能网","http://ynjn.yn.gov.cn","云南省发展和改革委员会","正常"
"11461","5300000078","云南省地方志编纂委员会办公室","http://dfz.yn.gov.cn","云南省地方志编纂委员会办公室","正常"
"11462","5300000079","中国（云南）自由贸易试验区门户网站","https://ftz.yn.gov.cn","云南省人民政府办公厅","正常"
"11463","5301000001","昆明市乡村振兴局网站","http://xczx.km.gov.cn","昆明市乡村振兴局","正常"
"11464","5301000002","昆明市民族宗教事务委员会","http://mzw.km.gov.cn","昆明市民族宗教事务委员会","正常"
"11465","5301000005","昆明市商务局","http://swj.km.gov.cn/","昆明市商务局","正常"
"11466","5301000006","昆明市政务服务管理局","http://zwfw.km.gov.cn/","昆明市人民政府政务服务管理局","正常"
"11467","5301000008","昆明市城市管理局","http://cgj.km.gov.cn/","昆明市城市管理局","正常"
"11468","5301000009","昆明市财政局","http://czj.km.gov.cn","昆明市财政局","正常"
"11469","5301000011","昆明高新技术产业开发区管理委员会","http://gxq.km.gov.cn/","昆明高新技术产业开发区管理委员会","正常"
"11470","5301000012","昆明市生态环境局","http://sthjj.km.gov.cn","昆明市生态环境局","正常"
"11471","5301000014","昆明市应急管理局","http://yjj.km.gov.cn/","昆明市应急管理局","正常"
"11472","5301000015","昆明市水务局","http://shuiwu.km.gov.cn/","昆明市水务局","正常"
"11473","5301000016","昆明市人民政府国有资产监督管理委员会","http://gzw.km.gov.cn","昆明市人民政府国有资产监督管理委员会","正常"
"11474","5301000017","昆明市人力资源和社会保障局","http://rsj.km.gov.cn","昆明市人力资源和社会保障局","正常"
"11475","5301000021","昆明市自然资源和规划局","http://zrzygh.km.gov.cn","昆明市自然资源和规划局","正常"
"11476","5301000023","昆明市民政局","http://mzj.km.gov.cn","昆明市民政局","正常"
"11477","5301000024","昆明市司法局","http://sfj.km.gov.cn/","昆明市司法局","正常"
"11478","5301000025","昆明市农业农村局","http://nyncj.km.gov.cn/","昆明市农业农村局","正常"
"11479","5301000026","昆明市林业和草原局","http://lcj.km.gov.cn/","昆明市林业和草原局","正常"
"11480","5301000030","昆明市交通运输局网站","http://jtys.km.gov.cn/","昆明市交通运输局","正常"
"11481","5301000032","昆明市统计局","http://tjj.km.gov.cn/","昆明市统计局","正常"
"11482","5301000033","昆明市工业和信息化局","http://gxj.km.gov.cn	","昆明市工业和信息化局","正常"
"11483","5301000035","昆明市住房和城乡建设局","http://zfjs.km.gov.cn/","昆明市住房和城乡建设局","正常"
"11484","5301000038","昆明市市场监督管理局","http://scjgj.km.gov.cn/","昆明市市场监督管理局","正常"
"11485","5301000039","昆明国家级经济技术开发区","http://www.ketdz.gov.cn/","昆明经济技术开发区管理委员会党群工作部","正常"
"11486","5301000040","昆明市卫生健康委员会","http://wsjkw.km.gov.cn/","昆明市卫生健康委员会","正常"
"11487","5301000041","昆明市人民政府外事办公室网站","http://wb.km.gov.cn/","昆明市人民政府外事办公室","正常"
"11488","5301000042","昆明市人民政府门户网站","http://www.km.gov.cn/","昆明市人民政府办公室","正常"
"11489","5301000045","昆明市教育体育局","http://jtj.km.gov.cn/","昆明市教育体育局","正常"
"11490","5301000051","昆明市人民防空办公室网站","http://rfb.km.gov.cn","昆明市人民防空办公室","正常"
"11491","5301000053","昆明市科学技术局","http://kjj.km.gov.cn/","昆明市科学技术局","正常"
"11492","5301000054","昆明市公安局","http://gaj.km.gov.cn/","昆明市公安局","正常"
"11493","5301000055","昆明市滇池管理局","http://dgj.km.gov.cn","云南省昆明市滇池管理局","正常"
"11494","5301000059","昆明阳宗海风景名胜区管理委员会","http://yzh.km.gov.cn/","昆明阳宗海风景名胜区管理委员会","正常"
"11495","5301000061","昆明市信访局","http://xfj.km.gov.cn/","昆明市信访局","正常"
"11496","5301000062","昆明滇池国家旅游度假区管理委员会网站","http://dianchi.km.gov.cn","昆明滇池国家旅游度假区管委会","正常"
"11497","5301000063","昆明市发展和改革委员会","http://fgw.km.gov.cn","昆明市发展和改革委员会","正常"
"11498","5301000064","昆明市投资促进局","http://invest.km.gov.cn","昆明市投资促进局","正常"
"11499","5301000067","昆明市文化和旅游局","http://whhlyj.km.gov.cn/","昆明市文化和旅游局","正常"
"11500","5301000076","昆明市住房公积金管理中心","http://zfgjj.km.gov.cn","昆明市住房公积金管理中心","正常"
"11501","5301000077","昆明市退役军人事务局","http://tyjrswj.km.gov.cn/","昆明市人民政府办公室","正常"
"11502","5301000078","昆明市医疗保障局","http://ybj.km.gov.cn","昆明市人民政府办公室","正常"
"11503","5301000079","信用中国（云南昆明）","http://credit.km.gov.cn/index.html","昆明市发展和改革委员会","正常"
"11504","5301000080","昆明市广播电视局","http://gbdsj.km.gov.cn","昆明市广播电视局","正常"
"11505","5301000081","昆明市政府金融办公室网站","http://jrb.km.gov.cn","昆明市人民政府","正常"
"11506","5301000082","昆明市防震减灾局","http://fzjz.km.gov.cn","昆明市人民政府办公室","正常"
"11507","5301020002","昆明市五华区人民政府网站","www.kmwh.gov.cn","昆明市五华区人民政府","正常"
"11508","5301030005","昆明市盘龙区人民政府","http://www.kmpl.gov.cn/","昆明市盘龙区人民政府","正常"
